City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,makokou,0.5738,12.8642,24.46,77,93,1.18,GA,1689976716
363,st. john's,47.5649,-52.7093,26.66,65,75,5.66,CA,1689976536
364,snyder,32.7179,-100.9176,35.18,31,0,3.09,US,1689976565
365,priargunsk,50.3691,119.1012,14.48,96,100,5.85,RU,1689976717
366,puerto carreno,6.189,-67.4859,24.99,94,75,1.03,CO,1689976717
367,sept-iles,50.2001,-66.3821,20.59,69,75,5.66,CA,1689976717
368,tarawa,1.419,172.984,28.05,89,75,1.03,KI,1689976717
369,mount isa,-20.7333,139.5,11.87,47,0,5.14,AU,1689976718
370,natal,-5.795,-35.2094,26.36,73,75,7.2,BR,1689976718
371,maraba,-5.3686,-49.1178,31.1,35,0,2.06,BR,1689976718
372,sur,22.5667,59.5289,30.78,64,100,2.35,OM,1689976445
373,mcgregor,26.5609,-81.9145,33.88,74,75,9.77,US,1689976718
374,karabar,-35.3753,149.2308,1.36,93,5,1.12,AU,1689976719
375,ujae,8.9322,165.7642,28.77,75,100,6.61,MH,1689976407
376,manghit,42.1156,60.0597,25.99,24,18,6.22,UZ,1689976121
377,embi,48.8264,58.1442,22.48,37,3,3.05,KZ,1689976719
378,vilino,44.8456,33.6716,23.37,67,0,2.73,UA,1689976719
379,zhumysker,49.3333,49.4,25.33,34,30,4.7,KZ,1689976720
380,saurimo,-9.6608,20.3916,20.78,31,30,2.23,AO,1689976720
381,ugoofaaru,5.6667,73.0,27.91,77,100,6.87,MV,1689976720
382,loreto,22.2667,-101.9667,29.91,20,15,7.14,MX,1689976720
383,ponta delgada,37.7333,-25.6667,21.4,88,75,2.06,PT,1689976720
384,borazjan,29.2666,51.2159,35.56,16,76,0.35,IR,1689976721
385,vegreville,53.5001,-112.0518,26.39,57,15,1.54,CA,1689976721
386,horodnya,51.8909,31.5974,12.32,77,22,1.89,UA,1689976721
387,altai,46.3722,96.2583,12.58,59,0,1.07,MN,1689976133
388,chifeng,42.2683,118.9636,20.69,69,100,3.47,CN,1689976722
389,zaoyang,32.1272,112.7542,22.98,92,25,2.32,CN,1689976722
390,narvik,68.4384,17.4272,14.1,93,100,2.21,NO,1689976121
391,black river,18.0264,-77.8487,32.13,51,18,8.36,JM,1689976572
392,citluk,43.2286,17.7008,25.87,54,0,1.54,BA,1689976722
393,island harbour,50.724,-1.2758,17.18,74,46,0.45,GB,1689976477
394,kailua-kona,19.6406,-155.9956,28.66,84,40,4.63,US,1689976723
395,kone,-21.0595,164.8658,19.22,64,74,1.4,NC,1689976723
396,chukhloma,58.7525,42.6825,13.04,79,51,3.15,RU,1689976723
397,yanbu,24.0891,38.0637,34.02,49,0,4.12,SA,1689976368
398,iwon-up,40.3231,128.6553,22.74,90,21,0.72,KP,1689976724
399,polyarnyy,69.1989,33.4478,8.77,80,100,7.15,RU,1689976724
400,richards bay,-28.783,32.0377,14.59,74,53,4.65,ZA,1689976724
401,kisangani,0.5167,25.2,24.41,71,36,1.16,CD,1689976724
402,constitucion,-35.3333,-72.4167,12.92,82,100,4.94,CL,1689976724
403,punta del este,-34.9667,-54.95,19.06,82,0,3.6,UY,1689976725
404,kosh-agach,50.0,88.6667,11.11,68,100,0.43,RU,1689976725
405,gadwal,16.2333,77.8,24.83,81,100,8.02,IN,1689976725
406,yelizovo,53.1873,158.3805,18.08,77,0,3.13,RU,1689976725
407,okhotsk,59.3833,143.3,13.8,90,99,1.91,RU,1689976306
408,mandalgovi,45.7625,106.2708,15.39,80,97,2.64,MN,1689976726
409,jalai nur,49.45,117.7,15.45,96,100,6.62,CN,1689976726
410,labytnangi,66.6572,66.4183,18.01,88,99,1.87,RU,1689976726
411,lloydminster,53.2835,-110.0016,25.12,53,20,3.09,CA,1689976548
412,lokhvytsya,50.3678,33.2602,15.7,67,84,1.46,UA,1689976726
413,hasaki,35.7333,140.8333,27.39,77,4,4.18,JP,1689976726
414,paoy paet,13.6561,102.5625,23.86,97,100,0.95,KH,1689976727
415,los frentones,-26.4077,-61.4137,31.9,24,61,7.05,AR,1689976727
416,lakatoro,-16.0999,167.4164,23.77,79,100,3.33,VU,1689976727
417,zaysan,47.4667,84.8667,21.95,31,62,3.01,KZ,1689976727
418,mabaruma,8.2,-59.7833,26.38,81,39,2.33,GY,1689976728
419,velikiy ustyug,60.7644,46.3106,12.32,97,100,3.32,RU,1689976728
420,asifabad,19.3667,79.2833,24.05,98,100,2.18,IN,1689976728
421,beloretsk,53.9631,58.3981,11.86,88,80,0.91,RU,1689976728
422,sola,-13.8833,167.55,25.37,94,100,1.03,VU,1689976729
423,obo,5.3998,26.4869,20.39,94,90,1.26,CF,1689976729
424,namibe,-15.1961,12.1522,18.48,81,95,2.16,AO,1689976729
425,rikaze,29.25,88.8833,14.76,54,11,2.19,CN,1689976729
426,colonia,50.9333,6.95,16.03,69,0,2.06,DE,1689976729
427,villa dolores,-31.9459,-65.1896,18.59,58,98,0.47,AR,1689976730
428,ixtapa,20.7,-105.2,31.24,79,27,2.24,MX,1689976393
429,kongsvinger,60.1905,11.9977,12.37,92,98,0.19,NO,1689976730
430,ocean shores,46.9737,-124.1563,22.2,79,20,6.17,US,1689976493
431,guise,49.9006,3.628,11.66,71,7,2.66,FR,1689976730
432,filingue,14.3521,3.3168,28.86,53,99,0.13,NE,1689976731
433,las lomitas,-24.7096,-60.593,32.1,23,2,6.78,AR,1689976731
434,puerto colombia,10.9878,-74.9547,33.05,82,5,8.37,CO,1689976731
435,goba,7.0167,39.9833,10.6,88,100,2.39,ET,1689976732
436,tazacorte,28.629,-17.9293,23.54,90,0,9.77,ES,1689976732
437,chibougamau,49.9168,-74.3659,16.79,88,100,2.29,CA,1689976041
438,sihanoukville,10.6093,103.5296,24.97,94,75,1.03,KH,1689976732
439,coquimbo,-29.9533,-71.3436,14.85,82,75,2.57,CL,1689976648
440,flin flon,54.7682,-101.865,24.91,47,75,5.14,CA,1689976303
441,bayeux,-7.125,-34.9322,25.35,73,20,4.12,BR,1689976733
442,koungou,-12.7336,45.2042,24.84,88,0,2.06,YT,1689976733
443,san luis ixcan,15.7872,-91.095,31.14,59,50,1.73,GT,1689976733
444,luderitz,-26.6481,15.1594,13.93,54,59,2.66,NA,1689976735
445,wotho,10.1657,166.0102,28.44,77,100,7.26,MH,1689976735
446,bondo,3.8146,23.6866,22.08,85,87,0.31,CD,1689976735
447,abepura,-2.6333,140.5833,24.45,88,20,1.03,ID,1689976735
448,kurumkan,54.3,110.3,17.16,63,61,1.27,RU,1689976735
449,lospalos,-8.5186,127.0025,18.74,83,47,1.79,TL,1689976736
450,uturoa,-16.7333,-151.4333,24.36,65,31,6.45,PF,1689976296
451,brokopondo,4.75,-55.1667,27.88,73,69,2.25,SR,1689976736
452,east london,-33.0153,27.9116,16.69,54,88,5.4,ZA,1689976728
453,howard springs,-12.497,131.047,20.95,77,19,2.31,AU,1689976736
454,ringim,12.1548,9.1619,27.62,62,100,4.18,NG,1689976737
455,vieux-habitants,16.0589,-61.7659,30.4,71,98,1.99,GP,1689976737
456,holdrege,40.4403,-99.3698,26.6,50,75,2.06,US,1689976439
457,tosontsengel,48.7567,98.2839,11.97,88,96,1.05,MN,1689976737
458,kasaragod,12.5,75.0,26.27,85,100,6.38,IN,1689976738
459,vuktyl,63.8567,57.3094,13.55,93,58,2.25,RU,1689976738
460,itaituba,-4.2761,-55.9836,31.09,66,20,2.06,BR,1689976738
461,roshal',55.6685,39.8749,11.27,80,33,2.39,RU,1689976738
462,kangding,30.0513,101.9603,12.18,77,93,2.52,CN,1689976738
463,reyes,-14.3167,-67.3833,26.75,57,0,0.43,BO,1689976739
464,pontianak,-0.0333,109.3333,22.99,100,98,1.54,ID,1689976739
465,rabo de peixe,37.8,-25.5833,20.73,88,75,2.06,PT,1689976384
466,camarinas,43.1311,-9.1817,19.96,86,36,7.67,ES,1689976739
467,bamboo flat,11.7,92.7167,25.05,94,100,1.03,IN,1689976739
468,sirte,31.2089,16.5887,27.87,70,0,3.94,LY,1689976740
469,labrador city,52.9463,-66.9114,18.95,52,100,2.57,CA,1689976740
470,oasis,33.4659,-116.0989,49.36,15,30,2.62,US,1689976740
471,palikir - national government center,6.9248,158.1611,28.47,84,100,2.57,FM,1689976740
472,jakar,27.5492,90.7525,15.05,96,100,0.58,BT,1689976740
473,taltal,-25.4,-70.4833,17.08,81,85,1.29,CL,1689976220
474,murray bridge,-35.1167,139.2667,9.51,84,9,3.6,AU,1689976741
475,bozyazi,36.1082,32.9611,30.65,43,0,4.41,TR,1689976741
476,port macquarie,-31.4333,152.9167,10.5,66,54,5.24,AU,1689976741
477,khandyga,62.6667,135.6,12.91,95,100,0.98,RU,1689976438
478,ulcinj,41.9294,19.2244,29.12,52,1,1.73,ME,1689976742
479,hami,42.8,93.45,27.83,20,32,4.43,CN,1689976742
480,abadan,30.3392,48.3043,34.97,13,3,2.06,IR,1689976742
481,pathein,16.7833,94.7333,25.7,91,90,1.65,MM,1689976743
482,salalah,17.0151,54.0924,24.65,95,100,2.59,OM,1689976743
483,ekibastuz,51.6667,75.3667,18.08,70,20,8.51,KZ,1689976743
484,braila,45.2667,27.9833,22.35,64,0,3.99,RO,1689976743
485,xique xique,-10.8217,-42.7311,24.55,58,10,6.2,BR,1689976743
486,sechura,-5.5569,-80.8222,24.91,64,5,8.8,PE,1689976744
487,ust'-ilimsk,58.0006,102.6619,16.54,66,4,1.08,RU,1689976744
488,miyako,39.6367,141.9525,22.44,81,2,1.3,JP,1689976744
489,krupki,54.3178,29.1358,13.52,72,32,2.7,BY,1689976744
490,galesong,-5.3166,119.3661,23.01,82,10,4.41,ID,1689976459
491,mahina,-17.5065,-149.489,26.87,54,20,2.57,PF,1689976745
492,nieuw amsterdam,5.8833,-55.0833,29.09,78,20,0.51,SR,1689976745
493,barcelona,41.3888,2.159,26.25,73,40,2.06,ES,1689976677
494,itambe,-15.245,-40.6244,18.48,95,100,2.35,BR,1689976745
495,kenora,49.8167,-94.4337,22.54,64,75,4.63,CA,1689976746
496,wangdue phodrang,27.4862,89.8991,22.63,93,100,0.33,BT,1689976746
497,orlovskiy,46.8714,42.0592,21.68,68,7,2.99,RU,1689976746
498,katoomba,-33.7198,150.3074,2.82,71,0,0.45,AU,1689976746
499,najaf,31.9985,44.3398,36.88,11,0,3.6,IQ,1689976746
500,kawambwa,-9.7915,29.0791,18.07,39,4,4.65,ZM,1689976747
501,matam,15.6175,-13.3303,32.0,66,0,3.09,SN,1689976747
502,kayyerkan,69.3786,87.7439,18.5,77,100,4.13,RU,1689976747
503,chabahar,25.2919,60.643,28.06,84,97,3.95,IR,1689976747
504,tralee,52.2704,-9.7026,13.54,96,100,4.21,IE,1689976726
505,victoria point,-27.5833,153.3,14.41,76,0,0.45,AU,1689976748
506,wamba,8.9333,8.6,23.63,85,99,0.96,NG,1689976748
507,bereznik,62.8551,42.7072,13.01,97,100,2.52,RU,1689976748
508,monguno,12.6786,13.6079,28.6,60,20,3.15,NG,1689976438
509,whitecourt,54.1502,-115.6855,27.58,47,75,4.63,CA,1689976512
510,biograd na moru,43.9433,15.4519,24.39,76,15,3.56,HR,1689976749
511,tut,37.7953,37.9161,29.52,30,0,4.45,TR,1689976429
512,acarau,-2.8856,-40.12,26.17,70,1,7.91,BR,1689976729
513,amungan,15.3652,119.9582,26.91,79,43,1.24,PH,1689976750
514,rockland,41.1668,-74.0496,30.25,66,21,2.81,US,1689976750
515,ndele,8.4109,20.6473,23.25,84,99,1.75,CF,1689976750
516,bonthe,7.5264,-12.505,25.34,88,100,4.86,SL,1689976750
517,ponta pora,-22.5361,-55.7256,26.95,44,0,2.06,BR,1689976750
518,mount pearl,47.5166,-52.7813,26.19,65,75,5.66,CA,1689976751
519,ghat,24.9647,10.1728,32.27,12,0,3.49,LY,1689976751
520,scarborough,54.2797,-0.4044,12.76,89,91,0.89,GB,1689976751
521,el obeid,13.1842,30.2167,25.78,62,85,8.17,SD,1689976751
522,shiyan,32.6475,110.7781,22.61,89,0,1.86,CN,1689976751
523,pierre,44.3683,-100.351,31.51,29,0,5.14,US,1689976752
524,villa gesell,-37.2639,-56.973,18.92,89,100,6.0,AR,1689976610
525,anar darah,32.7587,61.654,28.79,18,3,5.86,AF,1689976752
526,zadonsk,52.3904,38.9261,16.8,65,92,2.67,RU,1689976752
527,bintulu,3.1667,113.0333,23.23,100,20,2.24,MY,1689976752
528,makushino,55.2103,67.2442,13.87,88,37,3.89,RU,1689976753
529,fayroz koh,34.5195,65.2509,15.29,43,0,0.9,AF,1689976753
530,tezu,27.9167,96.1667,26.03,78,98,1.49,IN,1689976753
531,poxoreo,-15.8372,-54.3892,25.3,34,0,2.2,BR,1689976753
532,la mira,18.035,-102.3266,31.11,68,26,3.64,MX,1689976754
533,puerto san jose,13.9256,-90.8244,31.92,62,35,4.79,GT,1689976256
534,salinas,36.6777,-121.6555,41.12,56,0,6.17,US,1689976754
535,aripuana,-9.1667,-60.6333,27.44,37,25,0.94,BR,1689976306
536,peniche,39.3558,-9.3811,19.6,89,8,5.05,PT,1689976515
537,cottage grove,44.8277,-92.9438,29.6,51,40,3.09,US,1689976680
538,mitu,1.1983,-70.1733,25.03,94,53,0.83,CO,1689976755
539,pitimbu,-7.4706,-34.8086,25.33,76,5,6.44,BR,1689976755
540,kirensk,57.7853,108.1119,16.09,76,10,1.43,RU,1689976755
541,hepo,23.4308,115.8299,25.81,97,100,0.64,CN,1689976755
542,byron bay,-28.65,153.6167,10.39,71,2,5.31,AU,1689976756
543,puerto baquerizo moreno,-0.9,-89.6,27.55,74,40,4.63,EC,1689976756
544,konarka,19.9,86.1167,27.22,88,100,3.81,IN,1689976756
545,lazaro cardenas,17.9583,-102.2,30.77,69,22,4.13,MX,1689976756
546,port saint john's,-31.6229,29.5448,14.38,78,79,4.34,ZA,1689976756
547,rexburg,43.826,-111.7897,31.97,21,0,2.57,US,1689976757
548,kuanda,56.3161,116.0806,16.13,70,32,0.15,RU,1689976757
549,nyurba,63.2842,118.3319,18.05,81,77,1.34,RU,1689976425
550,laojunmiao,39.8333,97.7333,19.61,25,4,2.61,CN,1689976757
551,ketchikan,55.3422,-131.6461,17.26,94,100,2.06,US,1689976758
552,brzeziny,51.8002,19.7514,18.65,77,100,3.82,PL,1689976758
553,porbandar,21.6422,69.6093,27.63,86,100,6.45,IN,1689976758
554,eastham,41.8301,-69.9739,23.18,77,79,1.79,US,1689976758
555,pointe aux piments,-20.0628,57.5131,22.31,77,8,5.75,MU,1689976760
556,port hedland,-20.3167,118.5667,18.03,32,0,6.69,AU,1689976760
557,brookings,44.3114,-96.7984,27.32,65,0,4.12,US,1689976320
558,lagoa,39.05,-27.9833,20.91,84,58,2.33,PT,1689976760
559,nguigmi,14.2495,13.1092,30.13,53,10,2.6,NE,1689976760
560,boende,-0.2167,20.8667,25.59,64,96,0.86,CD,1689976761
561,encruzilhada do sul,-30.5439,-52.5219,16.67,91,13,2.47,BR,1689976761
